제공기관명,축제명,개최장소,소재지도로명주소
전남_무안군,제8회 무안황토갯벌축제,무안황토갯벌랜드 일원,전라남도 무안군 해제면 용산길 140
전남_목포시,목포 유달산 봄 축제,유달산 및 근대역사거리일원,
전남_담양군,담양대나무축제,죽녹원 및 관방제림 일원,전라남도 담양군 담양읍 추성로 1371
전남_담양군,담양산타축제,담양 원도심 및 메타프로방스 일원,전라남도 담양군 담양읍 추성로 1371
전남_담양군,추월산벚꽃축제,용면 추월산광장 일원,전라남도 담양군 용면 추월산로 369
전남_담양군,창평전통음식문화축제,창평슬로시티 일원,전라남도 담양군 창평면 돌담길 56-24
전남_담양군,가로수사랑음악회,가로수사랑군민연대,전라남도 담양군 담양읍 지침3길 7-5
전남_담양군,고서포도축제,고서면 증암천변 일원,전라남도 담양군 고서면 가사문학로 325
전남_나주시,제5회 나주마한문화축제,국립나주박물관 일원,전라남도 나주시 반남면 고분로 747
전남_나주시,제15회 영산포 홍어축제,영산강 둔치 체육공원,전라남도 나주시 예향로 3872
전남_나주시,제1회 천년나주목읍성문화축제,금성관 및 나주향교 일원,전라남도 나주시 금성관길 8
전남_구례군,제21회 구례산수유꽃축제,산동면 지리산온천관광지 일원,전라남도 구례군 산동면 상관1길 45
전남_구례군,제16회 구례섬진강벚꽃축제,문척면 죽마리 섬진강변 일원,전라남도 구례군 문척면 죽연1길 67
전남_구례군,지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,전라남도 구례군 구례읍 서시천로 106
전남_구례군,구례썸머뮤직페스티벌,구례공설운동장,전라남도 구례군 구례읍 서시천로 106
전남_구례군,2020 화엄음악제,화엄사 경내 일원,전라남도 구례군 마산면 화엄사로 539
전남_구례군,구례동편소리축제,서시천체육공원 일원,전라남도 구례군 구례읍 서시천로 76-11
전남_구례군,제44회 지리산피아골단풍축제,토지면 피아골 일원,전라남도 구례군 토지면 직전길 35
전남_구례군,산수유오감만족페스티벌,산동면 지리산온천관광지 일원,전라남도 구례군 산동면 상관1길 45
전남_광양시,광양매화축제,다압면 섬진마을 일원,전라남도 광양시 시청로 33
전남_광양시,백운산국사봉철쭉축제,옥곡면 국사봉랜드,전라남도 광양시 옥곡면 옥진로 665-1
전남_광양시,광양전어축제,진월면 망덕포구 일원,전라남도 광양시 진월면 망덕길 265
전남_광양시,광양숯불구이축제,광양읍 서천변 일원,전라남도 광양시 광양읍 남등길 6
전남_곡성군,곡성세계장미축제,곡성섬진강기차마을,전라남도 곡성군 오곡면 기차마을로 232
전남_곡성군,곡성심청축제,곡성섬진강기차마을,전라남도 곡성군 오곡면 기차마을로 233
전남_고흥군,고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원(2020년 코로나19로 미실시)",전라남도 고흥군 봉래면 하반로 490
전남_진도군,2020 명량대첩축제,해남·진도울돌목 일원,전라남도 진도군 군내면 진도대로 8459-13 (녹진리 1)+전라남도 해남군 문내면 관광레저로 12 (학동리 산 36)
전남_무안군,제26회 남도음식문화큰잔치,강진만 생태공원,전라남도 무안군 삼향읍 오룡길 1
전남_장성군,황룡강 노란꽃잔치,황룡강변 일원,
전남_강진군,전라병영성 축제,전라병영성 일원,전라남도 강진군 병영면 병영성로 175
전남_강진군,강진청자축제,청자촌 일원,전라남도 강진군 대구면 청자촌길 33
전남_강진군,강진만 춤추는 갈대축제,강진만 생태공원 일원,전라남도 강진군 강진읍 남당로 97-23
인천_중구,어린이 축제,인천아트플랫폼,인천광역시 중구 제물량로218번길 3
인천_중구,무의도 춤축제,무의도하나개해수욕장,인천광역시 중구 하나개로 151-8
인천_중구,인천상륙작전 문화공연,월미도 문화의 거리,인천광역시 중구 월미로233번길 7
인천_중구,연안부두 축제,인천종합어시장 일원,인천광역시 중구 연안부두로33번길 37
인천_중구,개항장뮤직페스티벌,개항장일원,인천광역시 중구 신포로27번길80
인천_중구,자유공원 벚꽃축제,자유공원 일원,인천광역시 중구 자유공원남로 25
인천_중구,신포크리스마스트리 축제,신포동 일원,인천광역시 중구 신포로35
인천_중구,영종크리스마스트리 축제,별빛광장 일원,
인천_중구,불꽃축제,씨사이드파크,인천광역시 중구 하늘달빛로2번길 6
인천_중구,인천개항장 문화재야행,인천광역시 중구 중구청 일원,인천광역시 중구 신포로27번길 80
인천_중구,인천개항장 문화재야행,인천광역시 중구 중구청 일원,인천광역시 중구 신포로27번길 80
인천_옹진군,대이작 섬마을 밴드 음악축제,대이작도 일원,
인천_연수구,제2회 인천 송도크루즈 불꽃축제,골든하버 인천항크루즈터미널,인천광역시 연수구 국제항만대로 438
인천_연수구,(가칭)문화로 동행축제,연구수 전역,인천광역시 연수구 새말로 120
인천_서구,정서진 해넘이 축제,인천 서구 정서진,인천광역시 서구 정서진1로 41
인천_부평구,2020 부평풍물대축제,신트리공원 등,인천광역시 부평구 신트리로 21
인천_미추홀구,주안미디어문화축제,옛시민회관 쉼터 등 미추홀구 전역,
인천_미추홀구,인천 원도사제,용정근린공원 등,
인천_동구,제27회 화도진축제,"동인천역북광장, 화도진공원 일원",인천광역시 동구 참외전로 125 (동인천역 광장)
인천_동구,제28회 화도진축제,"동인천역북광장, 화도진공원 일원",인천광역시 동구 참외전로 125 (동인천역 광장)
인천_동구,제29회 화도진축제,"동인천역북광장, 화도진공원 일원",인천광역시 동구 참외전로 125 (동인천역 광장)
인천_동구,제30회 화도진축제,"동인천역북광장, 화도진공원 일원",인천광역시 동구 참외전로 125 (동인천역 광장)
인천_동구,동구문화예술한마당&막걸리페스티벌,"동인천역북광장, 송림아뜨렛길",인천광역시 동구 참외전로 125 (동인천역 광장)
인천_남동구,소래포구축제,인천 남동구 논현동,인천광역시 남동구 아암대로 1454
인천_계양구,계양산국악제,계양문화회관,인천광역시 계양구 계양산로35번길 11
인천_강화군,고려산진달래축제,고인돌 광장 등,인천광역시 강화군 하점면 강화대로 994-19
울산_중구,2021 문화의거리 현대미술제,울산 중구 문화의거리,울산광역시 중구 옥교동 277-1
울산_중구,2021년 울산병영3.1만세운동 제22회 재현행사,울산 중구 병영 일원,울산광역시 중구 남외동 488-5
울산_중구,2021 태화강 국제 재즈페스티벌,태화강국가정원 야외공연장,울산광역시 중구 태화동 107
울산_중구,2021 울산 마두희 축제,울산 중구 성남동 일원,울산광역시 중구 학성로
울산_중구,2021년 외솔한글한마당,외솔기념관 및 중구 원도심 일원,울산광역시 중구 병영12길 15
울산_울주군,울산옹기축제,울주군 외고산 옹기마을 일원,울산광역시 울주군 온양읍 외고산 3길 36
울산_울주군,울주세계산악영화제,영남알프스 복합웰컴센터 일원,울산광역시 울주군 상북면 알프스온천5길 103-8
울산_울주군,간절곶해맞이,간절곶공원,울산광역시 울주군 서생면 간절곶1길 39-2
울산_북구,울산쇠부리축제,달천철장,울산광역시 북구 달천철장길 58
울산_동구,국악의 향연,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,리차드 로의 재즈톡,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,나 때는 말이야,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,힐링 개그 콘서트,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,오페라 팝페라 뽕페라,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,박강수콘서트,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_남구,2020 선암호수가요제,울산mbc 공개홀,울산광역시 중구 서원3길 65
울산_남구,2020 태화강 빛 축제,태화강 체육공원,울산광역시 남구 돋질로 233
울산_남구,2020 문화예술제,남구 문화원외,울산광역시 남구 번영로 224
울산_남구,2021 단오절맞이 전통민속놀이 한마당,남구 문화원,울산광역시 남구 번영로 224
울산_동구,모두 다 함께 신명나게 놀자,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,건반위 포핸즈의 아름다운 선율,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,감동과 즐거움을 선사하는 성악 앙상블,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,청소년 힐링 페스티벌,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_동구,매직스크린아트 가족극〈오버코트〉,꽃바위문화관 3층 다목적공연장,울산광역시 동구 문현3길 6
울산_울주군,울산옹기축제,울주군 외고산 옹기마을 일원,울산광역시 울주군 온양읍 외고산 3길 36
울산_울주군,우시산국축제,회야강 아리소 일원,
울산_울주군,울주세계산악영화제,영남알프스 복합웰컴센터 일원,울산광역시 울주군 상북면 알프스온천5길 103-8
울산_울주군,간절곶해맞이,간절곶공원,울산광역시 울주군 서생면 간절곶1길 39-2
대전_유성구,2021 청소년미디어페스티벌,대전시청자미디어센터(온라인),대전광역시 유성구 대덕대로 512번길 20
경기_남양주시,[경기미담]경기미디어축제,경기시청자미디어센터,경기도 남양주시 다산중앙로 82번안길 146
부산_해운대구,온라인시민미디어축제,부산시청자미디어센터,부산광역시 해운대구 센텀중앙로42
강원_춘천시,2021 강원ON마을축제,강원시청자미디어센터,강원도 춘천시 서면 박사로 882
부산_해운대구,2021 장애인미디어축제,부산시청자미디어센터,부산광역시 해운대구 센텀중앙로42
대전_유성구,2021 강원 시민공동체미디어 포럼,강원시청자미디어센터,강원도 춘천시 서면 박사로 882
대전_유성구,2021 시청자미디어주간,대전시청자미디어센터,대전광역시 유성구 대덕대로 512번길 20
인천_연수구,미디어위(we)크,인천시청자미디어센터,인천광역시 연수구 인천타워대로 54번길 19
세종_세종시,세종 조치원 복숭아  축제,세종문화예술회관,세종특별자치시 조치원읍 문예회관길 22
세종_세종시,나라꽃 무궁화 세종축제,정부세종컨벤션센터,세종특별자치시 다솜3로 66
세종_세종시,세종축제,세종호수공원,세종특별자치시 연기면 다솜로 216
서울_중랑구,서울장미축제,서울장미공원,서울특별시 중랑구 중랑천로 332
서울_중랑구,용마폭포 문화예술축제,용마폭포공원,서울특별시 중랑구 용마산로 250-12
서울_종로구,세종탄신 제623돌 축하잔치 및 어가행렬(미정),세종마을 세종마루정자일원,서울특별시 종로구 옥인3길 14
서울_종로구,단기4353년 개천절 대제전,사직동 단군성전,서울특별시 종로구 인왕산로 22
서울_종로구,단기4353년 어천절 대제전,사직동 단군성전,서울특별시 종로구 인왕산로 22
서울_종로구,D.FESTA 대학로 거리공연축제,대학로 마로니에공원,"서울특별시 종로구 동숭4길14, 2층"
서울_종로구,2021 종로한복축제,종묘광장 등 종로구 일대,"서울특별시 종로구 새문안로3길 3, 6층"
서울_종로구,세종마을 세종주간 축제,"세종마을 일대, 수성동계곡",서울특별시 종로구 옥인3길 14
서울_은평구,인디스트리트 생활음악페스티벌'뮤직스트릿 파티',"연신내 물빛공원, 차없는 거리",서울특별시 은평구 증산로 476
서울_은평구,은평누리축제,"역촌역 평화공원, 불광천수변무대, 은평문화예술회관 등",서울특별시 은평구 증산로 476
서울_용산구,이태원지구촌축제,이태원 관광특구 일원,이태원로
서울_영등포구,영등포구와 함께하는 제12회 서울국제초단편영화제,영등포구 일대(영등포아트홀 등),서울특별시 영등포구 당산로 123
서울_영등포구,제16회 영등포 여의도 봄꽃축제,여의서로 일대(국회의사당 뒤편),서울특별시 영등포구 의사당대로 1
서울_양천구,정월대보름 행사,안양천변 축구장(신정교아래),
서울_양천구,방아다리벚꽃축제,신월5동,
서울_양천구,2019해우리문화축제,양천공원,
서울_성동구,응봉산 개나리축제,서울특별시 성동구 응봉동 응봉산,서울특별시 성동구 응봉동 응봉산
서울_서초구,서리풀페스티벌,서초구 전역,서울특별시 서초구 남부순환로 2584
서울_서대문구,서대문독립민주축제,서대문형무소역사관,서울특별시 서대문구 통일로 251
서울_서대문구,크리스마스거리축제,연세로,서울특별시 서대문구 연세로
서울_마포구,제13회 마포나루 새우젓축제,서울월드컵공원 평화의 광장 일원,서울특별시 마포구 월드컵로 243-60(성산동)
서울_동작구,동작구 도서관 축제,보라매공원,서울특별시 동작구 노량진로 74
서울_동작구,동작가족한마음축제,보라매공원,서울특별시 동작구 여의대방로20길 33
서울_동작구,제7회 도심 속 바다축제,노량진수산시장 일대,서울특별시 동작구 노들로 674
서울_동작구,2020 동작복지나눔축제,관내 대학교 등(미정),서울특별시 동작구 상도로 369
서울_동대문구,세계거리춤축제,장한로,서울특별시 동대문구 천호대로405
서울_동대문구,청룡문화제,용두근린공원,서울특별시 동대문구 청계천로 563
서울_도봉구,도봉구민 건강축제,"도봉구청, 중랑천변",서울특별시 도봉구 마들로 656
서울_도봉구,도봉 과학축전,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",서울특별시 도봉구 마들로 656
서울_도봉구,도봉구 등축제,우이천,서울특별시 도봉구
서울_도봉구,정의공주와 함께 하는 도봉 한글잔치,방학동 원당샘공원,서울특별시 도봉구 원당샘공원
서울_도봉구,정월대보름 큰잔치,"도봉구청 광장, 중랑천변",서울특별시 도봉구 마들로 656
서울_도봉구,도봉서원 춘·추향제,도봉서원,서울특별시 도봉구 도봉산길 90
서울_도봉구,도봉산 산사축제,도봉산 일대,서울특별시 도봉구
서울_도봉구,도봉구민 건강축제,"도봉구청, 중랑천변",서울특별시 도봉구 마들로 656
서울_도봉구,도봉 과학축전,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",서울특별시 도봉구 마들로 656
서울_도봉구,도봉구 등축제,우이천,서울특별시 도봉구
서울_도봉구,정의공주와 함께 하는 도봉 한글잔치,방학동 원당샘공원,서울특별시 도봉구 원당샘공원
서울_도봉구,정월대보름 큰잔치,"도봉구청 광장, 중랑천변",서울특별시 도봉구 마들로 656
서울_도봉구,도봉서원 춘·추향제,도봉서원,서울특별시 도봉구 도봉산길 90
서울_도봉구,도봉산 산사축제,도봉산 일대,서울특별시 도봉구
서울_노원구,2020. 노원달빛산책,당현3교~ 수학문화관,서울특별시 노원구 상계동 683-1
서울_금천구,금천하모니벚꽃축제 2019,금천구청 광장 및 안양천변,서울특별시 금천구 시흥대로73길 70
서울_금천구,정조대왕 능행차 공동재현,"시흥IC~시흥행궁, 마을공동체지원센터 앞",서울특별시 금천구 은행나무로 45
서울_구로구,구로G페스티벌,"서울특별시 구로구 안양천 둔치, 오류아트홀, 공식 유튜브채널",서울특별시 구로구 가마산로 245
서울_광진구,2021 제22회 아차산 해맞이 축제,아차산 해맞이광장,
서울_강서구,허준축제,허준근린공원,서울특별시 강서구 허준로5길 42
서울_강북구,봉황각 3.1독립운동 재현행사,서울특별시 강북구 우이동 봉황각 일원,서울특별시 강북구 삼양로173길 107-12
서울_강북구,4.19혁명 국민문화제 2020,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,서울특별시 강북구 도봉로89길 13
서울_강북구,종교연합바자회,서울특별시 강북구 한신대신학대학원,서울특별시 강북구 인수봉로 159
서울_강동구,강동선사문화축제,서울 암사동 유적,서울특별시 강동구 올림픽로 875 (암사동)
서울_강남구,2020 강남페스티벌,코엑스일대,서울특별시 강남구 영동대로 513(삼성동)
서울_강남구,내 집 앞 세계영화제,강남구 전역,서울특별시 강남구 전역
서울_송파구,석촌호수벚꽃축제,석촌호수 일대,서울특별시 송파구 석촌호수로 197
서울_송파구,한성백제문화제,올림픽공원 일대,서울특별시 송파구 올림픽로 424
서울_관악구,강감찬축제,온라인 개최,"서울특별시 관악구 관악로 145, 교육사업과(관악구청)"
부산_해운대구,제38회 해운대달맞이온천축제,해운대 해수욕장,부산광역시 해운대구 해운대해변로 264
부산_해운대구,2021년 제16회 해운대모래축제,해운대 해수욕장,부산광역시 해운대구 해운대해변로 264
부산_해운대구,제8회 해운대 빛축제,"해운대 해수욕장, 해운대광장",부산광역시 해운대구 해운대해변로 264
부산_해운대구,2022 해운대 카운트다운&해맞이축제,해운대 해수욕장,부산광역시 해운대구 해운대해변로 264
부산_중구,조선통신사 축제,용두산공원 및 광복로 일원,부산광역시 중구 광복중앙로 3
부산_중구,광복로연등문화제,광복로 및 광복중앙로 일원,부산광역시 중구 광복로77번길 5
부산_중구,보수동책방골목문화축제,보수동책방골목 및 문화관,부산광역시 중구 흑교로46번길 11
부산_중구,부산국제영화제 전야제,BIFF광장 및 광복로 등,부산광역시 중구 비프광장로 36
부산_중구,부산자갈치축제,자갈치시장 및 유라리광장 일원,부산광역시 중구 자갈치해안로 52
부산_중구,부산크리스마스트리문화축제,광복로 및 중구 관내 일원,부산광역시 중구 광복중앙로 2
부산_영도구,영도다리축제,"영도대교 일원, 아미르공원",부산광역시 영도구 해양로301번길 55
부산_영도구,발복기원제,봉래산 헬기장,부산광역시 영도구 벚꽃길
부산_연제구,2020년 연제 가을 온라인 축제,연제구청 유튜브,"부산광역시 연제구 연제로 2(연산동, 연제구청)"
부산_서구,부산고등어축제(취소),송도해수욕장 및 부산공동어시장 일원,부산광역시 서구 송도해변로 100
부산_서구,현인가요제,부산 KBS홀,부산광역시 서구 송도해변로 100
부산_사하구,감천문화마을 골목축제,감천문화마을 일원,부산광역시 사하구 감내2로 203
부산_사하구,하단포구웅어축제,하단동일원,부산광역시 사하구 하신번영로 253-1
부산_사하구,다대포어항문화축제,다대포 일원,부산광역시 사하구 다대동로8번길 40
부산_북구,"제9회 낙동강 구포나루 축제(잠정연기, 2021년 예정)",화명생태공원 선착장 일원,부산광역시 북구 낙동대로1570번길 33(구포동)
부산_부산진구,제11회서면우리문화축제,부산시민공원,부산광역시 부산진구 시민공원로 73 (범전동)
부산_부산진구,제10회 부산진구 북페스티벌,부산진구청,부산광역시 부산진구 시민공원로30 (범전동)
부산_부산진구,전포카페거리축제,전포카페거리 일원,부산광역시 부산진구 동천로 92(전포동)
부산_부산진구,서면 희망 빛드림,서면 젊음의 거리 일원,부산광역시 부산진구 중앙대로 692번길 일원(부전동)
부산_동래구,동래읍성역사축제,"동래문화회관,읍성광장,온천장 일원",부산광역시 동래구 문화로 80(명륜동)
부산_동구,부산 차이나타운특구 문화축제,"부산역 광장, 차이나타운특구 일원",부산광역시 동구 초량중로 36 (초량동)
부산_남구,2019 오륙도 평화축제,평화공원(대연동),부산광역시 남구 대연동 707번지
부산_금정구,제5회 라라라 페스티벌,부산대 지하철역 아래 문화행사장 일원 (온천천 어울마당),
부산_강서구,제19회 명지시장 전어축제,명지시장,부산광역시 강서구 신포길 13-2
부산_중구,부산크리스마스트리축제,광복로일원,부산광역시 중구 광복로6번길 3(부평동2가)
부산_중구,부산시민의종 타종식,용두산공원,부산광역시 중구 용두산길 37-55(광복동2가)
부산_중구,조선통신사 축제,"시민공원,항만공사",부산광역시 중구 용두산길 37-55(광복동2가)
부산_수영구,제20회광안리어방축제,광안리해변 일원,부산광역시 수영구 광안해변로 219
부산_사하구,사하예술제,을숙도문화회관 일원,부산광역시 사하구 낙동남로1233번길 25
부산_사상구,제20회 사상전통달집놀이,삼락생태공원,부산광역시 사상구 낙동대로 1310번길 19(삼락동)
부산_사상구,제12회 삼락벚꽃축제,삼락생태공원,부산광역시 사상구 낙동대로 1310번길 19(삼락동)
부산_사상구,제19회 사상강변축제,삼락생태공원,부산광역시 사상구 낙동대로 1310번길 19(삼락동)
부산_기장군,제15회 차성문화제,기장중학교 일원,부산광역시 기장군 기장읍 읍내로 120
대전_중구,대전효문화뿌리축제,뿌리공원 및 원도심 일원,대전광역시 중구 뿌리공원로 47
대전_유성구,제13회 신성한마음축제,사이언스 대덕종합운동장,대전광역시 유성구 가정로 120(신성동)
대전_유성구,제17회 한여름밤의 축제,엑스포근린공원,대전광역시 유성구 엑스포로 476(전민동)
대전_유성구,제3회 노은3동한마음축제,해랑숲근린공원,
대전_유성구,2019 노은한마음축제,송림근린공원,
대전_유성구,제6회 스마일원신흥축제,작은내수변공원,
대전_유성구,제4회 온천1·2동한마당축제,유성온천공원,
대전_유성구,제9회 관평골축제,동화울 수변공원,대전광역시 유성구 테크노중앙로 88(관평동)
대전_유성구,제14회 구즉한마당축제,송강근린공원,대전광역시 유성구 송강로42번길 34(송강동)
대전_유성구,제21회 진잠주민화합한마당,진잠초등학교,대전광역시 유성구 진잠로59번길 53(원내동)
대전_서구,2021 대전 서구힐링 아트페스티벌,보라매공원(서구청앞) 일원,대전광역시 서구 둔산서로 100
대전_동구,제1회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,
대전_대덕구,동춘당문화제,동춘당역사공원 일원(개최일 미정),대전광역시 대덕구 동춘당로 80 (동춘당)
대전_대덕구,대청호대덕뮤직패스티벌,대청공원 일원,대전광역시 대덕구 대청로 607
대구_중구,봉산도예전,봉산문화거리,
대구_중구,향촌동수제화골목 2016년「빨간구두 이야기」,향촌동수제화골목 일원,-
대구_중구,「제37회 대구약령시 한방문화축제」,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,향촌동수제화골목 2014년「빨간구두 이야기」,향촌동수제화골목 일원,-
대구_중구,약령개장 357주년 2015「대구약령시 한방문화축제」,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,향촌동수제화골목 2015년「빨간구두 이야기」,향촌동수제화골목 일원,
대구_중구,2016 대구약령시한방문화축제,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
대구_중구,봉산도예전,봉산문화거리,
대구_중구,봉산도예전,봉산문화거리,
대구_중구,봉산도예전,봉산문화거리,
대구_중구,봉산도예전,봉산문화거리,
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
대구_중구,2019 대구약령시한방문화축제,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,대구 문화제 야행,"약령시, 청라언덕",
대구_중구,향촌동수제화골목 2019년「빨간구두 이야기」,향촌동수제화골목 일원,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,봉산미술제,봉산문화거리,
대구_중구,「제35회 대구약령시 한방문화축제」,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,「제36회 대구약령시 한방문화축제」,약령시(약전골목) 일원,대구광역시 중구 남성로 61 (동성로3가)
대구_중구,대구워터페스티벌,북성로 공구골목 일원,-
대구_중구,봉산조형페스티벌 도예조각전,봉산문화거리,-
대구_중구,2017 대구약령시한방문화축제,약령시(약전골목) 일원,-
대구_중구,대구 근대路야행,근대골목 일원(청라언덕~계산성당~약령시한의약박물관),-
대구_중구,대구스트리트 모터 페스티벌,남산동 자동차골목,대구광역시 중구 명덕로35길 14
대구_중구,대구스트리트 모터 페스티벌,남산동 자동차골목,대구광역시 중구 명덕로35길 14
대구_중구,대구스트리트 모터 페스티벌,남산동 자동차골목,대구광역시 중구 명덕로35길 14
대구_중구,향촌동수제화골목 2017년「빨간구두 이야기」,향촌동수제화골목 일원,-
대구_중구,제1회 북성로 축제,북성로 공구골목 일원,대구광역시 중구 태평로2가 태평로28길 20
대구_중구,봉산도자기축제,봉산문화거리,
대구_중구,봉산도자기축제,봉산문화거리,
대구_중구,2018 대구약령시한방문화축제,약령시(약전골목) 일원,-
대구_중구,방천골목오페라축제,방천골목,대구광역시 중구 동덕로8길 26-11 (대봉동)
대구_중구,대구 근대路야행(1회),약령시일원,
대구_중구,대구 근대路야행(2회),청라언덕,"대구광역시 중구 달구벌대로 2035 (동산동, 동산아파트)"
대구_중구,김광석노래부르기,신천둔치(대봉교아래),대구광역시 수성구 수성로72길 43 (수성동2가)
대구_중구,김광석노래부르기,신천둔치(대봉교아래),대구광역시 수성구 수성로72길 43 (수성동2가)
대구_중구,제2회 북성로 축제,북성로 공구골목 일원,-
대구_중구,향촌동수제화골목 2018년「빨간구두 이야기」,향촌동수제화골목 일원,-
대구_중구,김광석추모콘서트,김광석길야외콘서트홀,-
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
대구_중구,정월대보름달맞이축제,신천변 생활체육광장,
