제공기관명,축제명,개최장소,소재지도로명주소
경남_김해시,가야문화축제,"수릉원, 대성동 고분군, 가야의거리 일원",경상남도 김해시 가야의길 126
경남_거제시,송년불꽃축제,장승포항 일원,경상남도 거제시 장승로 138
경남_거제시,신년해맞이행사,장승포 몽돌개,
경기_화성시,(취소) 제11회 푸른 화성 지키기 환경자전거 대행,동탄센트럴파크,경기도 화성시 동탄공원로1길 26-23
경기_화성시,(취소) 제21회 화성 효 마라톤 대회,화성종합경기타운,경기도 화성시 향남읍 향남로 470
경기_화성시,(취소) 2020 화성뱃놀이축제,전곡항,경기도 화성시 서신면 당성로 339-9
경기_화성시,(취소) 2020 화성송산포도축제,궁평항,경기도 화성시 서신면 궁평항로 1049-24
경기_화성시,(취소) 정조 효 문화제,융건릉,경기도 화성시 용주로 136
경기_화성시,(취소) 2020 화성시 평생학습박람회,미정,경기도 화성시 향남읍 향남로 470
경기_화성시,(취소) 화성시민 한마음 체육대회,화성종합경기타운,경기도 화성시 향남읍 향남로 470
경기_하남시,하남이성문화축제,온라인행사,각 가정
경기_포천시,제17회 포천 벡운계곡 동장군축제,백운계곡 일원,경기도 포천시 이동면 도평리
경기_평택시,평택호물빛축제,현덕면 평택호관광단지,경기도 평택시 현덕면 평택호2길 183
경기_파주시,제15회 파주개성인삼축제(온라인판매),임진각 광장,경기도 파주시 임진각로177
경기_파주시,제24회 파주장단콩축제(온라인판매),임진각 광장,경기도 파주시 임진각로177
경기_이천시,이천백사산수유꽃축제,백사면 도립리+송말리+경사리 일원,경기도 이천시 백사면 원적로775번길 17
경기_이천시,이천국제일루전페스티벌,이천시 설봉공원+이천아트홀,경기도 이천시 경충대로2697번길 306
경기_이천시,이천쌀문화축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_이천시,이천도자기축제,이천시 신둔면 예스파크,경기도 이천시 신둔면 도자예술로5번길 109
경기_이천시,햇사레장호원복숭아축제,장호원햇사레산지유통센터,경기도 이천시 장호원읍 서동대로8759번길 117
경기_이천시,이천인삼축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_이천시,설봉산별빛축제,설봉공원야외대공연장,경기도 이천시 경충대로2697번길 304
경기_이천시,체험문화축제,이천시 설봉공원,경기도 이천시 경충대로2697번길 306
경기_의정부시,의정부 국제가야금축제,의정부예술의전당,경기도 의정부시 의정로 1
경기_의정부시,블랙뮤직페스티벌,의정부 시청 앞 광장,경기도 의정부시 의정로 1
경기_의정부시,의정부음악극축제,의정부예술의전당 및 시 일원,경기도 의정부시 의정로 1
경기_의왕시,의왕철도축제,"자연학습공원, 철도박물관, 조류생태과학관, 의왕역 등",
경기_의왕시,의왕백운호수축제,백운호수 공영주차장,의왕시 백운로 526
경기_용인시,2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,보정역생활문화센터,경기도 용인시 기흥구 용구대로 2585
경기_용인시,할미성 대동제,용인중앙시장 광장,경기도 용인시 처인구 중부대로 1199
경기_용인시,포은문화제,정몽주 묘역,경기도 용인시 처인구 중부대로 1199
경기_오산시,제33회 시민의 날 문화행사,오산종합운동장,경기도 오산시 경기동로 15
경기_오산시,제12회 오산 독산성 문화제,독산성 및 고인돌 공원,경기도 오산시 독산성로269번길 144
경기_오산시,2021 제15회 종합예술제,"문예회관, 미술관",경기도 오산시 현충로 100
경기_오산시,2021 오산 통기타 페스티벌,오산종합운동장,경기도 오산시 경기동로 15
경기_오산시,제8회 오산 봄누리 예술축제,고인돌 공원,경기도 오산시 여계산로 10
경기_오산시,제5회 전국 까마귀 복면 가요제,오산시청 광장,경기도 오산시 성호대로 141
경기_연천군,제28회 연천 구석기 축제,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510
경기_연천군,2019 연천 구석기 겨울축제,연천전곡리유적,경기도 연천군 전곡읍 양연로 1510
경기_여주시,여주도자기축제(일자미정),여주 신륵사관광지 일원,경기도 여주시 신륵사길 7
경기_여주시,여주오곡나루축제(일자미정),여주 신륵사관광지 일원,경기도 여주시 신륵사길 7
경기_양평군,양평단월고로쇠축제,단월레포츠공원,경기도 양평군 단월면 보룡길 53
경기_양평군,양평산수유한우축제,개군레포츠공원,경기도 양평군 개군면 자진개1길 83
경기_양평군,용문산산나물축제,용문산관광지일대,경기도 양평군 용문면 용문산로 782
경기_양평군,양평물축제,옥천레포츠공원,경기도 양평군 옥천면 옥천체육공원길 66
경기_양평군,양평부추축제,양동역일대,경기도 양평군 양동면 양동역길 19
경기_양평군,양평김장보쌈축제,물맑은양평종합운동장,경기도 양평군 양평읍 종합운동장로 7
경기_안양시,2016 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2014 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2015 안양 시민축제,"평촌중앙공원, 삼덕공원",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2015 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 안양 시민축제,"평촌중앙공원,삼덕공원.범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2016 제5회 안양공공예술프로젝트,안양예술공원,경기도 안양시 만안구 예술공원로 180(안양동)
경기_안양시,2014 안양시민축제,"평촌중앙공원, 삼덕공원",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2017 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2017 안양 아줌마축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2017 광복기념음악회,안양아트센터 관악홀,경기도 안양시 만안구 문예로 36번길 16
경기_안양시,2017 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2018 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2018 안양여성축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2018 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2018 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2019 안양충훈벚꽃축제,안양충훈2교일대,경기도 안양시 만안구 석수로 159
경기_안양시,2019 안양여성축제,평촌중앙공원,경기도 안양시 동안구 관평로 149 (평촌동)
경기_안양시,2019 광복기념음악회,병목안시민공원,경기도 안양시 만안구 병목안로 215
경기_안양시,2019 안양 시민축제,"평촌중앙공원,병목안시민공원,범계로데오",경기도 안양시 동안구 관평로 149 (평촌동)
경기_안성시,2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,경기도 안성시 보개면 남사당로 198
경기_안성시,2021 안성맞춤 남사당 바우덕이축제,안성맞춤랜드,경기도 안성시 보개면 남사당로 198
경기_안산시,대부포도축제,구)바다향기테마파크,
경기_안산시,청소년어울림마당 3회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,제7회 상록수문화제,"최용신기념관,상록수공원",경기도 안산시 상록구 샘골서길 64
경기_안산시,청소년어울림마당 4회차,안산대학교,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 5회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 1회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,청소년어울림마당 2회차,상록청소년수련관,경기도 안산시 상록구 삼일로 696
경기_안산시,그랑꼬또 와인 페스티벌,그랑꼬또와이너리,경기도 안산시 단원구 뻐꾹산길 107
경기_안산시,2018 안산 김홍도축제,화랑유원지,경기도 안산시 단원구 동산로 268
경기_안산시,안산사이언스밸리(ASV) 과학축제,한양대 ERICA,경기도 안산시 상록구 한양대학로 55
경기_안산시,제11주년 세계인의 날 기념행사,안산화랑유원지,경기도 안산시 단원구 동산로 268
경기_안산시,안산국제거리극축제,안산문화광장 및 안산시 일대,경기도 안산시 단원구 광덕대로 157
경기_안산시,별빛달빛놀이터,단원청소년수련관,경기도 안산시 단원구 화정천서로 369
경기_안산시,청소년의달 기념행사 <열정유>,단원청소년수련관,경기도 안산시 단원구 화정천서로 369
경기_안산시,제12주년 세계인의 날 기념행사,안산문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,안산국제거리극축제,안산문화광장 및 안산시 일대,경기도 안산시 단원구 광덕대로 157
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 화랑로 312
경기_안산시,제6회 상록수문화제,"본오3동공영주차장, 매화길, 상록수역 앞 광장",경기도 안산시 상록구 샘골서길 64
경기_안산시,2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,안산시 문화광장,경기도 안산시 단원구 광덕대로 206
경기_안산시,제10주년 세계인의 날 기념행사,안산문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,제5회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,안산 대부포도축제,대부바다향기테마파크,경기도 안산시 단원구 대부황금로 1490(대부북동)
경기_안산시,제3회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
경기_안산시,안산시도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,안산국제거리극축제,안산시 문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,제9회 세계인의 날 기념행사,외국인주민센터 야외광장,경기도 안산시 단원구 부부로 43
경기_안산시,여르미오페스티벌,안산시 문화광장,경기도 안산시 단원구 화랑로 312
경기_안산시,제4회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",경기도 안산시 상록구 샘골서길 64
경기_안산시,2016 평생학습 박람회 & 제6회 도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,안산국제거리극축제,안산문화광장 및 안산시 일대,경기도 안산시 단원구 광덕대로 157
경기_안산시,제1회 상록수문화제,상록수공원 및 샘골로 일대,경기도 안산시 상록구 샘골서길 64
경기_안산시,제2회 상록수문화제,상록수공원 및 샘골로 일대,경기도 안산시 상록구 샘골서길 64
경기_안산시,안산시도서관책문화축제,안산 호수공원 중앙광장,경기도 안산시 상록구 해안로 561(사동)
경기_안산시,안산국제거리극축제,안산시 문화광장,경기도 안산시 단원구 광덕대로 157
경기_안산시,제8회 세계인의 날 기념행사,외국인주민센터 야외광장,경기도 안산시 단원구 부부로 43
경기_안산시,안산M밸리록페스티벌,대부도바다향기테마파크,경기도 안산시 단원구 대부황금로 1490(대부북동)
경기_시흥시,제15회 시흥갯골축제,"온라인, 오프라인",온라인
경기_수원시,2021 정조대왕 능행차 공동재현,화성행궁,경기도 수원시 팔달구 정조로 825
경기_수원시,제58회 수원화성문화제,수원화성 일원,경기도 수원시 팔달구 정조로 825
경기_수원시,2021 세계유산축전 수원화성,수원화성 일원,경기도 수원시 팔달구 정조로 825
경기_수원시,2021 수원화성 미디어아트쇼,화서문 일원,
경기_성남시,모란축제추진위원회,모란오거리쉼터,경기도 성남시 중원구 제일로 35번길 51
경기_성남시,은행골한마음잔치,은행2동 초등학교,경기도 성남시 중원구 순환로 447번길 11
경기_성남시,중원한마당축제,종합운동장보조구장(미정),경기도 성남시 중원구 광명로 377
경기_성남시,분당구민 한마음 축제,야외공연장 중앙공원(미정),경기도 성남시 분당구 성남대로 550
경기_성남시,청계산철쭉축제,옛골입구,경기도 성남시 수정구 상적동 216-2
경기_성남시,수정숯골축제,성남초교(미정),경기도 성남시 수정구 수정로 233
경기_성남시,벌터산 축제,벌터산공원,경기도 성남시 수정구 수진동 산41-3
경기_부천시,부천국제판타스틱영화제,부천시청 등,경기도 부천시 길주로 210
경기_부천시,부천전국비보이대회,부천마루광장,"경기도 부천시 길주로121번길 18-19(상동, 준프라자)"
경기_부천시,부천국제만화축제,한국만화박물관 및 영상문화단지 일대,경기도 부천시 길주로 1
경기_부천시,부천세계비보이대회,부천마루광장,"경기도 부천시 길주로121번길 18-19, 5층(상동, 준프라자)"
경기_부천시,부천전국대학가요제,부천마루광장,"경기도 부천시 호현로489번길 52(소사본동, 서울신학대학교)"
경기_부천시,부천국제애니메이션페스티벌,"한국만화박물관, CGV부천, 부천시청, 메가박스COEX",경기도 부천시 길주로 1
경기_동두천시,왕방산 국제MTB대회,왕방산 일원,경기도 동두천시 어등로 45
경기_동두천시,2019 제4회 이담농악두드림대축제,중앙 도심교통광장,경기도 동두천시 중앙로 268
경기_동두천시,제4회 동두천 국제 트레일러닝 대회,종합운동장,경기도 동두천시 어등로 45
경기_동두천시,상패남산축제,상패동수변공원,경기도 동두천시 어수로 8
경기_동두천시,천사마라톤대회,종합운동장,경기도 동두천시 어등로 45
경기_동두천시,동두천 청소년 별자리과학 축제,종합운동장,경기도 동두천시 어등로 45
경기_동두천시,동두천시 자원봉사 축제,송내동 시민평화공원,경기도 동두천시 중앙로 125
경기_동두천시,DDC할로윈클럽데이,보산동 한미우호광장,경기도 동두천시 상패로216번길 42
경기_남양주시,제16회 광릉숲축제,남양주시 광릉숲 일원,경기도 남양주시 진접읍 봉선사길 32
경기_남양주시,제35회 정약용문화제,"정약용유적지, 다산 생태공원, 팔당 수변도로 일원",경기도 남양주시 조안면 다산로747번길 11
경기_김포시,2021 김포 도심축제,라베니체 수변상가 일원,경기도 김포시 김포한강2로24번길 29
경기_군포시,군포철쭉축제,철쭉동산,경기도 군포시 수리산로 69
경기_구리시,제15회 구리한강 유채꽃 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제15회 구리 코스모스 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제16회 구리한강 유채꽃 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제16회 구리 코스모스 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제17회 구리 유채꽃 축제,구리한강 시민공원,경기도 구리시 토평동 829
경기_구리시,제17회 구리 코스모스 축제,구리한강 시민공원,경기도 구리시 토평동 829
경기_구리시,제18회 구리 유채꽃 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제18회 구리 코스모스 축제,구리한강 시민공원,경기도 구리시 토평동 883-2
경기_구리시,제19회 구리 유채꽃 축제,구리한강 시민공원 및 시가지 일원,경기도 구리시 토평동 883-2
경기_구리시,제19회 구리 코스모스 축제,구리한강 시민공원 및 시가지 일원,경기도 구리시 토평동 883-2
경기_광주시,광주 남한산성문화제,남한산성도립공원,
경기_광주시,광주왕실도자기축제,곤지암도자공원(코로나19로 취소),경기도 광주시 곤지암읍 경충대로 727
경기_광주시,퇴촌토마토축제,퇴촌면 공설운동장(코로나19로 취소),경기도 광주시 퇴촌면 광동리 530
경기_과천시,제22회 과천축제,과천청사 잔디마당 등 과천시 일원,경기도 과천시 통영로 5 (과천시민회관 2층)
경기_고양시,2021 고양호수예술축제,고양시 일산호수공원 및인근거리,경기도 고양시 일산동구 호수로 595
경기_고양시,제33회 고양행주문화제,행주산성 및 행주산성 역사공원,경기도 고양시 덕양구 행주로 15번길 89
경기_가평군,자라섬 국제재즈페스티벌,가평읍 읍내리 자라섬 일원,경기도 가평군 가평읍 자라섬로 60
경기_양주시,(미정)2021 양주 천만송이 천일홍 축제,나리농원 일원,경기도 양주시 광사로 131-66
경기_광명시,농악대축제,시민운동장,경기도 광명시 오리로703 광명시민운동장
경기_광명시,농악대축제,시민운동장,경기도 광명시 오리로703 광명시민운동장
경기_광명시,구름산예술제,시민회관,경기도 광명시 시청로20 광명시민회관
경기_광명시,제14회 광명시평생학습축제,광명시 전역,"경기도 광명시 오리로 854번길 10(철산동, 광명시평생학습원)"
경기_광명시,제2회 밤일음식문화 거리 축제,밤일음식문화거리 내,경기도 광명시 밤일안로 일대
경기_광명시,구름산예술제,시민회관,경기도 광명시 시청로20 광명시민회관
경기_광명시,제16회 광명시평생학습축제,광명시 전역,경기도 광명시 오리로854번길 10
경기_광명시,제26회 오리문화제,광명시민체육관,경기도 광명시 밤일안로
경기_광명시,구름산예술제,시민회관,경기도 광명시 시청로 20
경기_광명시,농악대축제,시민운동장,경기도 광명시 오리로 703
경기_광명시,"소하도서관 책축제 팔짱, 책을 품다",소하도서관 광장 및 한내천 일대,경기도 광명시 소하일로7
경기_광명시,농악대축제,시민운동장,경기도 광명시 시청로 20
경기_광명시,구름산예술제,시민체육관,경기도 광명시 오리로 703
경기_광명시,제7회 목감천 친환경 축제,우리공원,경기도 광명시 광명로791번길6
경기_광명시,평생학습도시 선언 20주년 컨퍼런스,광명시평생학습원,"경기도 광명시 오리로 854번길 10(철산동, 광명시평생학습원)"
강원_횡성군,둔내고랭지토마토축제,둔내면사무소~둔내파출소 간,강원도 횡성군 둔내면 둔내로51번길 17
강원_횡성군,횡성더덕축제,청일면 유동3리 농거리야영장,강원도 횡성군 청일면 유동로 17
강원_횡성군,안흥찐빵축제,주천강 실미교 아래 둔치,강원도 횡성군 안흥면 안흥로 27
강원_횡성군,횡성한우축제,횡서읍 섬강둔치 일원,강원도 횡성군 횡성읍 문예로 75
강원_화천군,2017 물의나라화천 쪽배축제,강원도 화천군 화천읍 붕어섬일원,강원도 화천군 화천읍 강변로 2-54
강원_화천군,2017 얼음나라화천 산천어축제,강원도 화천군 화천읍 화천천일원,강원도 화천군 화천읍 산천어길 137
강원_홍천군,제3회 홍천사과축제,도시산림공원 토리숲,
강원_홍천군,제4회 서석면 코스모스 축제,서석면 체육공원 일원,
강원_홍천군,사랑말 국화축제,화동리솟대공원,
강원_홍천군,제10회 무궁화축제,종합운동장,
강원_홍천군,제7회 홍천인삼송어축제,홍천강변,
강원_홍천군,제5회바회마을 화전민 축제,홍천군 두촌면 광석로 922-8(괘석2리 교육장),강원도 홍천군 두촌면 광석로 922-8
강원_홍천군,제22회 찰옥수수축제,토리숲,
강원_홍천군,제2회 별빛음악맥주축제,토리숲,
강원_홍천군,인삼한우명품축제,토리숲,
강원_평창군,평창송어축제,진부면 오대천일원,강원도 평창군 진부면 경강로 3562
강원_평창군,대관령눈꽃축제,대관령면 횡계리 송천일원,강원도 평창군 대관령면 장선길 28
강원_평창군,오대산문화축전,오대산 월정사,강원도 평창군 진부면 오대산로 413-28
강원_태백시,태백산눈축제,태백산국립공원 및 시내일원,"강원도 태백시 태붐로 21, 태백시청"
강원_태백시,한강낙동강발원지축제,검룡소 및 황지연못 등 시내일원,"강원도 태백시 태붐로 21, 태백시청"
강원_춘천시,2020 온세대합창페스티벌,KT&G 상상마당 춘천 등 춘천시내일원,강원도 춘천시 효자상길 5번길 13 (효자동)
강원_춘천시,마임아카데미,"축제극장 몸짓, 춘천공연예술연습공간, 캠프페이지 등",강원도 춘천시 춘천로 112
강원_춘천시,봄내예술제,"축제극장 몸짓, 공지천 야외공연장 일대. 소극장 아트쓰리씨어터 등",강원도 춘천시 후석로 160(2층)
강원_춘천시,강원아트페어,춘천문화예술회관 전시장,강원도 춘천시 서부대성로 71(옥천동)
강원_춘천시,춘천인(春1000人)음악회,춘천호반체육관,"강원도 춘천시 공지로 111, 103-1106"
강원_춘천시,강원전국국악경연대회,"춘천MBC공개홀, 강원시청자미디어센터",강원도 춘천시 동내면 원창고개길 9
강원_춘천시,춘천국제고음악제,"국립춘천박물관, 죽림동주교좌성당, 유튜브",강원도 춘천시 남춘로26번길
강원_춘천시,문화도시예비사업-어바웃타임_중도,하중도 생태공원,강원도 춘천시 효석로9번길 13
강원_춘천시,춘천마임축제,"산책로, KT&G 상상마당 야외무대, 고구마섬 등",강원도 춘천시 춘천로 112
강원_춘천시,춘천연극제,"춘천문화예술회관, 축제극장 몸짓, 춘천인형극장 등",강원도 춘천시 서부대성로 71
강원_철원군,제8회 철원 한탄강 얼음트레킹,철원 한탄강 및 승일공원 일원,
강원_철원군,제13회 철원 화강 다슬기축제,김화생활체육공원 및 화강 일원,강원도 철원군 김화읍 청양로 649
강원_철원군,2019 송년콘서트 및 청소년페스티벌,철원실내체육관,강원도 철원군 갈말읍 갈말로 75
강원_철원군,철원 DMZ 평화 꽃송이 축제,고석정 꽃밭,강원도 철원군 동송읍 태봉로 1799-15
강원_철원군,DMZ피스트레인 뮤직 페스티벌,고석정+노동당사+월정리역+소이산,강원도 철원군 동송읍 태봉로 1825
강원_정선군,함백산야생화축제,강원도 정선군 고한읍 함백산,강원도 정선군 고한읍 함백산로 865
강원_정선군,민둥산억새꽃축제,강원도 정선군 남면 민둥산,강원도 정선군 남면 민둥산로 7
강원_정선군,정선아리랑제,강원도 정선군 정선읍 아라리공원,강원도 정선군 정선읍 봉양3길 17
강원_인제군,인제빙어축제,강원도 인제군 남면 부평리 빙어호,강원도 인제군 남면 모루박길 17-46
강원_원주시,섬강축제,간현관광지 섬강 일원,강원도 원주시 지정면 소금산길 26
강원_원주시,원주 용수골꽃양귀비축제,원주시 판부면 용수골길,강원도 원주시 판부면 용수골길 326
강원_원주시,원주 다이내믹댄싱카니발,댄싱공연장,강원도 원주시 단구로 170
강원_원주시,원주 한지문화제,원주한지테마파크 일원,강원도 원주시 한지공원길 151
강원_영월군,단종문화제,장릉 및 영월읍 일원,강원도 영월군 영월읍 단종로 24
강원_영월군,동강국제사진제,동강사진박물관,강원도 영월군 영월읍 영월로 1909-10
강원_영월군,영월동강뗏목축제,동강둔치 일원,
강원_영월군,김삿갓문화제,김삿갓유적지 일원,강원도 영월군 김삿갓면 김삿갓로 216-22
강원_영월군,영월동강겨울축제,동강둔치 일원,
강원_양양군,양양연어축제,양양남대천 둔치 및 부대행사장,
강원_양양군,양양문화제,양양남대천 둔치 및 부대행사장,
강원_양양군,양양송이축제,양양남대천 둔치 및 부대행사장,
강원_양구군,양록제,종합운동장,
강원_양구군,시래기축제,해안면 펀치볼 힐링하우스광장일원,
강원_양구군,도솔산지구전투 전승행사,도솔산전적비,강원도 양구군 양구읍 박수근로 366-33
강원_양구군,2020 DMZ 아트페스타,한반도섬 및 인문학박물관 일원,강원도 양구군 양구읍 파로호로869번길 101 일원
강원_양구군,DMZ마라톤대회,한반도섬 주변,
강원_양구군,달맞이축제,"국토정중앙점, 레포츠공원(평화공업사 앞 주차장)",강원도 양구군 양구읍 박수근로 366-33
강원_삼척시,삼척정월대보름축제,엑스포광장,강원도 삼척시 엑스포로 45
강원_삼척시,삼척맹방유채꽃축제,근덕면 삼척로 유채밭 일대,강원도 삼척시 근덕면 삼척로 3992-8
강원_삼척시,황영조 국제 마라톤 대회,엑스포광장~근덕면 일원,강원도 삼척시 엑스포로 45
강원_삼척시,삼척장미축제,삼척장미공원일원,강원도 삼척시 오십천로 536
강원_삼척시,삼척비치썸패스터벌,삼척해변 일원,강원도 삼척시 테마타운길 19
강원_삼척시,삼척동해왕이사부축제,문화예술회관,강원도 삼척시 중앙로 296
강원_삼척시,삼척평생학습박람회,문화예술회관 광장,강원도 삼척시 엑스포로 45
강원_동해시,동해무릉제,천곡로타리 일원,강원도 동해시 중앙로250 (천곡동)
강원_고성군,고성군민의 날 및 수성문화제,고성종합운동장외 부대시설,강원도 고성군 간성읍 수성로 87
강원_고성군,고성통일명태축제,강원도 고성군 거진읍 거진11리 해변,강원도 고성군 거진읍 해오름해변길 125
강원_강릉시,강릉단오제,강릉시 남대천 단오장 및 지정행사장,강원도 강릉시 단오장길 1 (노암동)
강원_춘천시,춘천인형극제,춘천인형극장 등,강원도 춘천시 영서로 3017
강원_춘천시,호반음악제,강원대 백령아트센터,강원도 춘천시 강원대학길 1
강원_춘천시,춘천가족음악축제,춘천 송암스포츠타운 특설무대,강원도 춘천시 방송길 109
강원_춘천시,문화거리 문화한마당,"강원대학교 후문 상가거리 일대, 국립춘천박물관 일대",강원도 춘천시 춘천로 112 지하1층
강원_춘천시,2020 김유정문학축제,김유정문학촌,강원도 춘천시 신동면 김유정로 1430-14
